labels	text
O B_game_name	play golf
O O O O O B_place_name O O O B_place_name	tell me the time when punjab mail will reach gwalior
O O O O O B_food_type	show the method to prepare icecream
O O O O O O O O	repeat what i 've just said please .
O O O B_transport_name B_transport_type O B_place_name I_place_name O B_date	check time of kalka train from jodhpur station on monday
O O O O B_person O O O O B_media_type O O B_time	let me know what maria has put on her facebook over the weekend
O O O	lower the speakers
O O O O O O O O O	would you reset what i 've said please .
O O O B_change_amount I_change_amount	increase the light a little
O O O O O B_joke_type O	let me laugh hearing some good joke
O O O O B_transport_type O B_place_name	when is the next train to philadelphia
O O O	turn off speaker
O O B_event_name I_event_name I_event_name I_event_name I_event_name	what 's playing in the roosendaal cinema
O O O B_personal_info I_personal_info O B_person	what 's the email address of silvia
O O O O O O O O	please check this info on geographics for me
O O O O O	what 's happening around me
O O B_business_name I_business_name O	what is apple 's stock
O O O O O O O O O B_person	when was the last time that i spoke to john
O O B_list_name O O O B_list_name I_list_name	remove the grocery list from my active lists
O O O O O O O O O O O O O	s1 , again elaborate me on what you have just said please .
O O O O O O O O O O	could you please check and confirm my last command .
O O O O O O O	any sport event is on my list
O O O B_personal_info	what 's his number
O O O B_media_type O O O	what does my facebook feed look like
O O O O O O O	please can you confirm the command .
O O O O O O O O O O O	could you please check and confirm last thing i said .
O O O O O O B_media_type I_media_type	get me resume of newest release audio book
O O O B_currency_name I_currency_name B_currency_name O O	what is the us dollar euro exchange rate
O O O O O O O	do i have anything on the list
O B_food_type I_food_type O O O	is soft cheese better than hard
O O O O O B_date I_date O O O	what events are scheduled for this weekend in me area
O O O B_weather_descriptor O B_place_name	tell me the temperature in pheonix
O O O O O O O	can you confirm the details please .
O O O O O O O O O	please tell me how can I remove the item
O O O O O O O O O	whatever would be good to me , olly .
O O B_media_type I_media_type O	open the local news app
O O O O O O O O O O O O O	what would you call this kind of music that we 're listening to
O O O B_list_name	remove pencil from stationary
O O O B_color_type	make my lights blue
O O	speakers off
O O O O O O O	you have got my instructions right .
U_player_setting O O	forward this one
O O O O O O O O	is there anything important happening on social media
O O O B_podcast_descriptor I_podcast_descriptor	please play the next episode
O O O O O O O	olly please could you shut down .
O O O O O B_radio_name I_radio_name	please turn on radio on seven am
O O O O O O O O O O O O	uhh no , that 's not what i am searching for .
O B_app_name O O O O	open pandora and play top hits
O O O O O O O	period the light should be in dim
O O O O O O O O O O O	i would like you to check what last said please .
O O O O O O O O B_place_name O B_transport_type	what s the travel time from here to dallas by train
O O O O O O O	it 's dirty here make some noise
O O O O O O O O O O B_food_type	how many calories are in a one divided by of peanuts
O O O O O O O O O O O O O O	please make sure your command was correct because it does n't sound right .
O O O O B_order_type I_order_type O O	what time can i pick up my food
O O B_device_type I_device_type I_device_type	start my robot vacuum cleaner
O O O O O O O	what music genre do i play most
O O O O O O O O	can you increase the volume of the speakers
O O O	find local shops
O O O O O O	can you play my favorite music
O O O O O O O O O B_person O O B_date O	write down that i am going to meet with jenny on the third okay
O B_email_address	mail macs@xorg
O B_event_name I_event_name O O O B_date I_date O B_place_name	what baseball games are scheduled for this week in tulsa
O O B_radio_name I_radio_name I_radio_name I_radio_name I_radio_name	turn on wfrn ninety nine point one
O O O O O B_definition_word	how would you describe a ball
O O O O O O O O O O	check all the new them emails and mark them star
O O O O O O B_currency_name O B_currency_name I_currency_name	what is the current rate of euro to us dollars
O O O O	yeah exact response .
U_media_type O O O O O B_business_name I_business_name	tweet my complaint and mention this costumer service
O O O O O O O	olly that is all , cancel .
O O O O	switch off the light
O O B_order_type O B_business_name I_business_name	can it takeaway from ammi biryani
O O O O O O O O	i like you to confirm detail please .
O O B_event_name I_event_name O B_person O B_date O B_timeofday	schedule a lunch meeting with brent on Wednesday at noon
O B_person I_person O O O O	add carl 's email to my contact
O O O O O B_person	compose a new email to ray
O O O O O O O	what days are my alarms set for
O O O B_list_name I_list_name O	check out my to do list
O B_device_type I_device_type	start robo vac
O O O O O O O O O O O O B_place_name	can you please let me know the next four scheduled trains to chicago
O O O O O O O O O	make a laundry setting for the volume at twenty
O O O O O B_time_zone O O O O O O O	if i was in the eastern time zone what time would it be
O O O O O B_movie_type I_movie_type I_movie_type O O O B_place_name O O	tell me the movie with best imdb ratings going on in theatres near me
O O B_music_genre I_music_genre	i love hip hop
O O O O O	reply to the latest email
O O O O B_person O O O O O B_timeofday	reply an email to jason that i will not come tonight
B_business_type I_business_type	tea shop
O O O O O B_business_name	what 's the stock of apple
O O O O O O O O	these lights are too bright please lower them
O O O O O O O O O O O B_list_name I_list_name	remove the list of person starting from letter m in my contact list
O O O O B_business_name O O O O	how many shares of apple can i get for
O O O O O O O O	hey olly turn up the lights a little
O O O O O O B_time	do not wake me up on weekends
O O O O O O	would you please check question .
O O O O O O O O O O O	i am sorry but this was not the right command .
O B_business_name O O O B_transport_type O B_time O O O B_timeofday	call rta and book a taxi for three o'clock in the morning
O O O O O B_event_name O B_person O B_time B_date	make an alarm for the meeting with bob at seven today
O O O B_email_address I_email_address I_email_address	add email address iamironman@gmail dot com
O O O O	please mute the speakers
O	celebrities
O B_audiobook_name B_player_setting	book swan resume
O O O O O O O O O O	if switch is on then turn on else turn off
O O O B_time I_time I_time I_time	set alarm for one hour from now
O O O O O O O O	i would like you check details please .
O O O O	delete this from list
O O B_definition_word O	what does snafu mean
O O B_transport_agency O	call an uber now
O O O O O B_change_amount I_change_amount I_change_amount O O B_house_place	please turn down the lights to fifty percent in the den
O O O O O O O O O	any local activities you can recommend in my area
O O O B_personal_info I_personal_info O B_person I_person	hey ms the email address of john miller
O O O O B_list_name I_list_name	start a list of dog names
O O O O O O O O O	can you replay your phrase you just said .
O O O O O O	do nt do that again .
O O O O B_house_place	turn off lights in bedroom
U_date O O O	today is which date
O O O	cheer me up
O O O O	turn the music lower
O O O O O O B_place_name I_place_name	find me the oldest hotel in washington dc
O O O O	i need a drink
O O O O O O B_time I_time O B_date	please set a reminder alarm for three pm on Saturday
O O O O O O O O B_audiobook_name I_audiobook_name	can you play my favorite audio book of king kong
O O O O O O O O	this item should be added to the list
O O O O O O O	what is the fastest route to town
O B_date O B_order_type	does fridays do takeaway
O O B_business_name O O	tell me amd stock prices
O O O O	turn the lights down
O O O O O O	could you check that please .
O O O	what is this
O O O O O B_food_type I_food_type	what are the steps for biriyani meal
O O O B_food_type I_food_type	get recipe for apple pie
U_player_setting B_media_type	resume audio
O O O O O O O O O	would you check and confirm the details please .
O O B_song_name I_song_name O B_artist_name I_artist_name	play what i am by edie brickel
O O O B_order_type I_order_type O B_business_name O O	order a large pepperoni pizza from dominos to go
O O O O O	hey olly play the radio
O O O O O O O O O	i need to change the color of this light
O O O O O O O O O O O O O O O O O O O O O B_color_type I_color_type	can you do me a favor my eyes are feeling strained on these lights can you please change it to a cooler tone
O O O O O O O O O O	please say what you 've just said once again .
O O O B_transport_type	find me a taxi
O O O O O O O	will you please turn the lights off
O B_business_type I_business_type O O O O	what clothes store would you recommend here
O O O O O O O O O	i think that 's not the right command .
O O O B_currency_name O B_currency_name	exchange rates between dollar and euro
O B_definition_word	Define perpetual
O O O O O B_house_place B_color_type	make the lights in my home yellow
O O O O O O O O O O O O	i want the light switched off can you do it for me
O O O O O	add butter to the list
O O O B_weather_descriptor B_date O O O	it is very hot today is not it
O O B_game_name I_game_name O O	please play trivial pursuit with me
O O O B_cooking_type B_food_type	how do i cook rice
O O O O O B_device_type I_device_type	make five coffee tell the coffee machine
O O O O O B_date	what is trending in tech today
O O O B_device_type I_device_type	power off the wemo plug
O O O O O O	let 's try it again .
O O O O	i think incorrect .
O O O O O O O	olly please would you shut off .
O O B_definition_word	meaning of enthusiastic
O O O O O O O O	i would n't really mind , olly .
O O O O O O O B_currency_name I_currency_name I_currency_name O B_currency_name	what is the current exchange rate from u. s. d. to rupies
O O O O B_song_name I_song_name I_song_name I_song_name	please play the song joy to the world
O	veganism
O O O O O O O B_date I_date	do i have anything planned for the twenty first
O O O O B_business_type I_business_type O O	where is a good wine bar near me
O O O O O O O O	can you please order some food for me
O O O O O O O O B_place_name B_date	tell me about the cheapest flight fares to nj today
O O O O O O O	give me the details on purchase order
O O O O O O O O	tell me it one more again please .
O O O B_currency_name O O B_currency_name	what is a peso worth in dollars
O O B_person I_person O O O O O	when did dave matthews email me about the contract
O O B_list_name I_list_name O	remove the santana music list
O O O O O B_place_name O B_time I_time O B_date O B_transport_type	i need to go to dundee at five am on sunday by train
O O B_person I_person B_personal_info I_personal_info	what is frieda 's home address
O O O O O O O O O O	what is the current exchange rate between dollars and euros
O O O O O B_house_place	dim the lights in the bathroom
O O B_transport_agency O O O O O B_transport_type O	open the uber app and get me a car please
O O O O O O	i like you just cancel .
O O O O	switch on the lights
O O O O O O B_transport_type O O	i need you to book a taxi for me
O B_relation O O O	send mom an email now
O O O O O O O O	who sang the song that is currently playing
O O	decrease lighting
O O O O O O B_game_name I_game_name	Play my favorite game by name naughty dog
O O O O O B_place_name I_place_name	what time is it in this city
O O O	increase lights please
O B_change_amount I_change_amount	brightness ninety percent
O O O O O O O	does n't really matter to me .
O O O O O O B_house_place	turn off the light in the kitchen
O O O O O O O O O O B_news_topic I_news_topic O O O	can the latest news be pulled up on the latest weather forecast for the week
O O O O B_date I_date I_date O O	i want to hear this week 's midweek motorsport
O O O B_email_address I_email_address I_email_address	send email to newmail@gmail dot com
O O O	order travel ticket
O O O B_time I_time	put alarm at five am
O O B_food_type O B_business_name	order two pizzas from dominoes
O O O O B_weather_descriptor O	what 's the current temperature outside
O O O O O O	you are helpful , thanks .
O O O	speaker volume increase
O O O B_weather_descriptor	is it currently raining
O O O O B_business_type I_business_type I_business_type O B_place_name	where is a good place to eat in seattle
O O O O O O	what home alarms have been set
O O O O O O O O	what 's happening on social media right now
O O O O O B_media_type O	what 's new on my facebook account
U_transport_agency O	uber please
O O O O O O O O B_date I_date I_date I_date I_date I_date	does my calendar say i 'm free on april one two thousand and seventeen
O O B_food_type O B_business_name I_business_name	get us spaghetti from pizza hut
O O O O O B_place_name I_place_name	what 's the time in new york
O O O O	speak again please .
O O O B_date	what is happening tomorrow
O O O O O O O O O O O O	the list should not contain all food items with the prefix dry
O O O O O O O O	you did nice job , thank you .
O O O O B_event_name O O B_date I_date I_date I_date I_date I_date I_date	do i have any appointments scheduled for march twenty four two thousand and seventeen
O O O	please increase volume
O O O O O O B_timeofday O	do not make any noise until morning alarm
O O B_timeofday	movie times tonight
O O O O O O B_time_zone I_time_zone O O B_place_name I_place_name	what time is it on the east coast of the united states
O O O B_device_type O O B_player_setting I_player_setting	please set the equalizer in the party mode
O O O B_game_name I_game_name O O O O O O O O O O O	let 's play nine ball against me adapt with my skill level always let me win
O O O O O O O O O O O	thanks but i think this was not the correct command .
O O O O B_transport_name I_transport_name	what is time of indianapolis express
O B_device_type I_device_type O O B_house_place	use vacuum cleaner in the hall
O O O O O	tell me about the list
O O O O O O O O O B_person	please add a new email in my contacts from sara
O O O O B_list_name I_list_name	begin new list of lottery numbers
O O O O O O O O	perfect job , you have done well .
O O O O O O O B_email_folder	are there any unread messages in my inbox
O O O B_currency_name O B_currency_name I_currency_name	exchange rate between dollar and mexican peso
U_player_setting O O B_podcast_descriptor I_podcast_descriptor O O O	skip to the next episode of this podcast
O O B_food_type I_food_type O O	order general t'so eggroll to go
O O B_meal_type B_date	delete my dinner tomorrow
O O O O B_song_name I_song_name I_song_name I_song_name I_song_name	who covered the song one more cup of coffee
O O O O O O	wake me up at this time
O O O B_ingredient O B_food_type	do we add rosemary in pasta
O O O O O O B_business_name I_business_name	give me the stock price for tommy hilfiger
O B_relation O O O O B_date I_date	email dad how is the weather this week
O B_email_address I_email_address I_email_address O O O	add apahelp@yahoo dot com to my contacts
O O O O	shift the light off
O O O O O O O O	what is name of the song currently playing
O B_person O O O O B_media_type	did mark post anything new on facebook
O O O O O B_currency_name O O B_currency_name	how much money is one dollars worth in denmark
O B_email_folder O O O B_person	check inbox for mail from sarah
O O O O O O O	remove all the reminders from the calendar
O O O O O O O O O	change light whenever i find myself in my house
O O O O O O B_place_name	what is the current time in london
O O O O O O O	will you speak it once again .
O O O	show list items
O O O O O O O O O O	s2 , i could not catch up with you .
O O O O O O O B_transport_type O B_place_name O B_place_name	tell me the exact arrival time of train from newcastle to edinburgh
O B_game_name	play keno
O O O O O O O O B_news_topic I_news_topic	turn on notification for all news on the stock market
O O O O O O O O	turn on when plugged in else turn off
O O O O O O O O	what did you mean by saying it .
O O O O O O	give five stars to this song
O O O O O B_date	what alarms did i set today
O O O O O O O O O O	s2 , i did n't catch up with you .
O O B_media_type	how s twitter
O O O O B_weather_descriptor O B_date	will the weather be bad on Sunday
O O B_place_name I_place_name I_place_name O	where do the rocky mountains start
O O O B_food_type O B_meal_type	please order some sushi for dinner
O O O B_currency_name O O	what is the dollar exchange rate
O O O O O O O O O O O O O	i 'd like you to check and confirm last thing said please .
O O O O O O O O	how long will it take to get home
O O B_event_name O O B_date	what are meeting scheduled for today
O O O O O	are there any traffic issues
O O O O B_time I_time	wake me up at five thirty
O O O B_definition_word O	siri what does obstacle mean
O O	humor me
O B_device_type I_device_type I_device_type	deactivate smart plug socket
O O O O O O O	what is two hundred divided by ten
O O	raise volume
O O O B_list_name O O O	bring up the grocery list and add
O O O O O O O O	can you delete all events from my calendar
O O O O	turn the sound off
O O O O O O O O O O	i need to add a new email to my contacts
O B_device_type	start roomba
O O O O O B_music_genre	i want to listen to rock
O B_game_name I_game_name O O	play candy crush with me
O O O	lists i have
O O O O O B_date B_event_name O B_time I_time	please set an alarm for tomorrows meeting at seven am
O O O B_device_type I_device_type	turn on the coffee pot
O O O O O O O B_currency_name I_currency_name O B_currency_name I_currency_name	what is the exchange rate for the english pound and us dollar
O O O O O B_media_type	what 's going on on fb
O O O O O O	i 'd like a coffee please
O O O O B_time I_time	do n't respond for fifty seconds
O O O O O O O O O	you are star , musch appreciated , olly .
O O O	add new item
O O B_food_type B_business_type O O O	where are italian restaurants in me area
O O B_audiobook_name I_audiobook_name O O O O O O O O	play me harry potter from the place i last stopped listening on
O B_definition_word	define television
O O B_date I_date I_date O	show me this week 's forecast
O O O O O O O	how is the stock going in general
O O O O B_food_type B_business_type O O B_order_type	hey call the nearest chinese restaurant for a takeaway
O O O O O O B_house_place B_color_type	make all the lights in the house orange
O O O O O O B_house_place	give me low lighting in the kitchen
O B_business_name I_business_name O B_order_type I_order_type	does ming ten do take out
O O B_house_place	clean the flat
O O O O O O O	does not really matter with me .
O O O O O O O	can you tell me a latest news
O O O O O B_media_type	post the following status to facebook
O O O B_time I_time O O B_time_zone O O O O O O O O O B_place_name O	if it is twelve hours ahead of eastern standard centaur time what 's the time in the philippines now
O O O O O O	what song is on the radio
O B_meal_type O O O B_date I_date	alter lunch event to repeat every friday
O O O O O O O B_radio_name I_radio_name I_radio_name I_radio_name I_radio_name	start radio and go to frequency on nine hundred and forty three
O O O O O O O O B_time I_time	olly set my alarm to go off in an hour
O O O O	olly shut up .
O O O O B_definition_word O	tell me what a workhouse is
U_weather_descriptor B_time I_time	temperature this hour
O O O O O	please mute the volume control
O O O B_definition_word	what is a chair
O O B_transport_type O O O O O O B_place_name I_place_name	call a taxi for me to where i am currently located
O O O O O O B_person I_person B_event_name O	set a two day notification before maria 's birthday please
O O O O O O O O	when i want it to take down notes
O O O B_event_name O O O O O B_person	please remove the appointment which i have made with mrjim
B_podcast_descriptor I_podcast_descriptor	next episode
O B_business_type I_business_type O O O O	any farm markets around with local products
O O O O O O B_weather_descriptor O	what should i wear is it cold outside
O O O O O B_event_name I_event_name O B_date O B_time I_time	please set a reminder for church services on sundays for eleven am
O O O B_house_place O	robot vacuum the hallway now
O O O O O O O O O O O O O	what is one hundred and twenty three times one hundred and twenty three
O O O O O B_relation	please check email from my boss
O O	lights out
O O O O O O	what are my lists so far
O O O O O	the lights are too bright
O O O O O O O O O	please can you check and confirm the details .
O O O O O O O O	what is the list about my favorite songs
O O B_transport_type O O B_place_name O B_place_name O B_date B_timeofday	please book train ticket from mumbai to sangli for tomorrow morning
O O O	Volume louder softer
O O O O O O	that does n't really matter .
O O O	check email client
O O O O B_time I_time B_date	set my alarm for six am tomorrow
O B_business_name O O	what apple trading at
O B_business_name I_business_name	call peking garden
O O O B_coffee_type	make us a brew
O O O O O O B_house_place	shut off the lights in the kitchen
O O O O O O B_place_name I_place_name B_place_name	tell me the current time in san paulo brazil
O O B_transport_type O O O B_transport_descriptor I_transport_descriptor O B_place_name O B_date I_date	book a train ticket with a berth seat to lucknow for next week
O O	friend updates
O O O O B_business_type O B_place_name I_place_name	where can i go shopping in this area
O O B_player_setting I_player_setting B_audiobook_name I_audiobook_name	can you put on the giver
U_player_setting O O O O O O O	resume the playback of a child called it
O O O B_media_type O O O O O	list me the audiobooks i have already listened to
O O O O O B_place_name I_place_name	how is the traffic around city center
O O O O O	decrease volume to very soft
O O B_time I_time	mute for fifteen minutes
U_media_type B_business_name I_business_name O O O O O O O O O	tweet consumer service that i am very disappointed with my recent interaction
O O O O O O O O O O O	thanks but i think you have messed up my request .
O O O	remove the alarm
O O B_event_name I_event_name O B_date I_date	set a neighbor party for next week
O O O O O O B_news_topic	what are the results of the election
O O B_time I_time B_place_name O B_place_name O	please convert nine am cst to est time
O O O O O O O	olly that 's enough , cancel .
B_event_name I_event_name B_date O B_time I_time	dentist appointment today at nine am
O O O O O O	It 's too dark in here
O O O O B_list_name O	add toothpaste to my shopping list
O O O O B_date B_event_name O B_person I_person B_time I_time O O O	remind me about my monday meeting with peter francis fifteen minutes before the meeting
O O O O O O O O O O	show me the name of the song playing right now
O O O B_transport_type O O B_place_name	i want a train ticket to edinburgh
O O O O O B_color_type	please change light color to purple
O O O O O O	what 's hot social media topics
O O O O O O O O O O O O O O O O O O O O O O O O	please tell me when i can become rich if i invested in dow stocks today and what will be the return after five years
O O B_personal_info I_personal_info I_personal_info O B_person O O O	is there email i d of john in the list
O O O O O O	find recent events of the celebrity
O O O O O O O O O O O	please tell me a joke that i 'll think is funny
O O	traffic report
O O B_place_name O	give me international news
O O O O O	what song is currently playing
B_date I_date O B_person I_person B_event_name O O O O O O O O O	twelveth july is bola 's birthday and my calendar to be updated with this date
O O O	darker lights please
O O O O	what song is this
O O O O O O O O O O O O O O	please change the colour of the lights i 'll tell you when to stop
O O O O O O O O O O O	what are movies that are playing near me with high reviews
O O O O O O O B_media_type I_media_type I_media_type	read me the front page of the new york times
O O O O B_media_type O B_business_name O O O O O	can you send a tweet to lif saying that their app crashed
O O B_time I_time O	delete my six am alarm
O O O O B_transport_type O O O B_relation	can you book a train ticket for my mother
O O B_transport_type O O B_place_name O B_place_name	get me train times to location from station
O O O O O O O O O O	i have no idea regarding to which to select .
O O O O O O O O B_house_place	did i leave the light on in the garage
O O O B_color_type O O	i would like orange lights now
O O O O O	olly please just cancel .
O O O O O O B_person I_person O O B_event_name O O B_date I_date I_date I_date I_date O B_time I_time	please send a voice mail to mr richard office about meting him on first of february twenty seventeen at five pm
O B_currency_name I_currency_name I_currency_name O O O B_currency_name	show u. s. d. currency value of euro
O O O O O	yeap that 's correct .
O O O O B_place_name O B_place_name I_place_name O O	the time difference between lagos and new york is what
O O O O O O O O O O O O O O O O O O	i want a not only to direct me to an internet site but actually answer any given question
O O O O O	lower the intensity of light
O O O B_house_place	lower lights in kitchen
O O O O O O B_place_name I_place_name I_place_name O	find me a ride to the mall of america please
O O O O O O O O O B_time I_time	how many emails do i have in the last fifteen minutes
O O O O O	let me hear a joke
O O B_game_name O O O O O O O O	please open chess game i would like to play with you
O O O O O	add rice on the list
O O O O O O	i would n't really care .
O O O O O O	please remove sporty event from list
O O O O O O	will you please play a podcast
O O B_music_genre O O O	i like jazz you should know
O O O B_personal_info I_personal_info O B_person O O O	please find a mail address of manoj and tell me
O O O O O O	please rephrase again to me .
O O O O O O O O O	thanks but this is not the right response .
O O O O O O O O O	i was not so clear about your words .
O O O O O B_house_place O B_color_type	change the lights in my home to orange
O O O O O O O B_business_name I_business_name B_date	give me the opening stock price of infosys technologies today
O O O O B_business_name O O O O O	did the price of walmart stock go up or down
O O O O O O O	i am unclear about your response .
O O B_time I_time O O O O O B_time I_time O	add a five am alarm in place of my nine pm alarm
O O O O O O O	check last thing i said please .
O O O O B_event_name O	please erase the next birthday event
U_media_type B_business_name I_business_name O O O O O	tweet consumer service that the quantity is wrong
O B_game_name	play chess
O O B_person I_person B_event_name O O O	please clear jeff 's birthday from the calendar
O O	Silence speakers
O B_house_place O O	turn house lights off
O O O O O O	that 's enough , stop .
O B_business_name I_business_name O B_order_type O	does pf changs accept takeout orders
O O O O O O O O O O O	i want you check the last thing i said please .
O O O B_date	what 's happening today
O O O O O O	you are awesome , thanks .
O O O O O B_food_type I_food_type I_food_type	i need the recipe for hot cross buns
O O O O O B_place_name B_date I_date	what bands are playing in town this weekend
O O O O O	what movie should i see
O O O B_date	delete event for tuesday
O O B_business_name O O O	what is terranova stock going for
O O O O O O	how many alarms have i set
O O B_relation	email my mom
O O O O O O	increase the volume of the speaker
O O O O O O	olly can you shut up .
O B_radio_name I_radio_name I_radio_name O O B_app_name O	play hoizer radio station from my pandora app
B_house_place I_house_place I_house_place O O O O	bed room two switch off the lights
O B_business_type O O B_place_name I_place_name I_place_name	what pubs are near the metro station
O O O O O O O O	it is unimportant for me , olly .
O O O O B_media_type I_media_type O	take me to the huffington post website
O O O	complain for cheating
O O O O O O	once again explain your answer .
O O B_event_name I_event_name I_event_name O	i bought pre season baseball tickets
O O O O O O O B_time I_time I_time	give me the alarm times for the next two days
O O O O O O B_list_name I_list_name	add a wrist watch to the shopping list
O O O O O O O	turn the chandelier all the way up
O B_person I_person O O O O O O	is warren buffet is investing in my listed stocks
O O O	mute the audio
O O O O O	please lower the speaker volume
O O O O O B_food_type O	have any suggestions for local italian food
O O O O O O O	awesome work , you did well .
O O O B_weather_descriptor O O B_place_name O B_date	will it be nice at the beach on friday
O O O O O O B_place_name B_date I_date	what events are going in my town this week
O O O O O O O	do i need my tire pressure checked
O O O O O O O O O O O O	please rephrase more on what you have just said to me .
O O O O O O B_time_zone O O O O O O	what time is it in the eastern half of the us right now
O O O O B_device_type O B_change_amount I_change_amount I_change_amount	please turn up the screen brightness all the way
O O O O O	how many lists are open
O O O O O O O O O O	i need you to add this email in my contacts
O O O O O O O	what is the square root of ten
O O O O O O B_person	who is the better half of obama
O O O O O O O O O O	any one will be okay with me , olly .
O O O O O O B_house_place	turn off the lights in the bedroom
O O O O B_list_name I_list_name O	what is on my to do list
O O O O	who wrote this song
O O O O O O O O O	is there a groomer in town for cats only
O O O O B_coffee_type O	i 'd like a cappuccino please
O O O O O O B_person	reply to the email received from mark
O O O O O	hey put carrots on that
O O O O O O B_radio_name I_radio_name	would you please turn on the am radio
O O O B_list_name O O B_date I_date	get rid of tax list from nineteen ninety
O O O O O O	please turn my speakers on google
O O O O O B_food_type	show me how to cook lasagna
O O O O O B_movie_type I_movie_type O B_place_name	is there anything happening on jazz scene around edinburgh
O O O O B_food_type O B_app_name O	find the recipe for sambar in cookingforu application
O B_business_type O O O B_event_name I_event_name	which pubs participate in the jazz festival
O O O O O O O O O	uh what does the current date happen to be
O O O B_color_type	turn lights to green
O B_definition_word	describe texture
O O O B_device_type I_device_type	switch off the wemo plug
O O O O B_date B_timeofday O B_time I_time	add an alarm for tomorrow morning at six am
O O O O O O O O O O O	what is the name of the artist that created this song
O O O O O	multiply one thousand by twelve
O O O O O O B_transport_type O O B_place_name	i need a ticket for a train ride to atlanta
O O B_currency_name O O O O O B_currency_name	how many dollars can i get for one yen
O O O O O O O	please search for beginners guide to cooking
O O O O O O O O O O O	can you please tell me what i have on my list
O O O O O O O B_place_name I_place_name O	i need to know current weather in new york city
O O O O O O B_place_name I_place_name I_place_name	what is the weather like in grand rapids mi
O O O B_device_type I_device_type O O B_house_place	turn off the wemo socket in the kitchen
O O O	search the contact
O O O O B_device_type I_device_type O O	can you start the coffee machine for me
O O B_transport_type O B_place_name	call city cab to airport
O O O O	check for new emails
O O O O O O O O	please show me detail of previous played song
O O B_list_name O	start a grocery list
O O O O O O O	i would like you just cancel .
O O O O O O O	can you brighten up the lights please
O O O B_transport_type O O B_place_name I_place_name O B_place_name	i want a train ticket from los angeles to phoenix
O O O O O O O B_business_name I_business_name I_business_name	hey order me some take out from jason 's deli
O O B_music_genre O	start my jazz playlist
O B_business_type O O O	any restaurant in the beautiful
O O O	pull up list
O O O O O O B_person	can you sync my calendar with mark
O O O O O	how to cook this food
O O B_transport_type O O O O O O O B_time I_time I_time O	book a taxi for pickup at my current location in one hour 's time
O O O O O	it was not clear .
O O O B_place_name	show time in china
O O O O O O O O O O	please choose a game that you can play with me
O O O O O O O	tell me which catering packages are available
O O O O O O	ah that 's awesome work .
O O	economic affairs
O O O O O B_place_name	what is current traffic in ohio
O O O O O O	did you get that correctly ?
O O O O O O	do i have any new email
O O B_event_name O O B_date I_date I_date I_date O	is the birthday event on fifteenth of this month true
O O O	yeap correcly .
O O O O B_device_type I_device_type O	would you set the coffee maker running
O O O B_food_type I_food_type O B_business_name	find and order handi paneer in pavitra
O O O O O O O O	can you tell me a little about yourself
O O O B_song_name I_song_name O B_artist_name I_artist_name	play the song get happy by ella fitzgeral
O O O O O O O	how heavy is traffic on interstate twenty
O O O O O O O O O O O	it was good job , i appreciate it , olly .
O O O B_time I_time O B_event_name I_event_name I_event_name I_event_name	turn on alarm thirty minutes before liverpool started to play
O O B_date I_date O	tell me today 's direction
O O B_device_type	run the vacuum
O O O O O O O O O O O	please send a complaint about my horrible experience with a company
O O O O B_news_topic I_news_topic O B_business_name	what are the current stock prices for google
O O O O O	that was nice one .
O O O B_definition_word I_definition_word I_definition_word	tell me about the sports stadium
O O O B_device_type I_device_type	please warm up coffee machine
O O O O O O O O	i need to hear sound on my speakers
O O O O O O O O O O O	would you try that words spoke one more time again .
O O O O O O O	delete the list item about the meeting
O O	stop playing
O O B_house_place O	turn on hall lights
O O O O O O	may i know the traffic situation
O O O O B_event_name O B_time	on what date is easter this year
O O O B_order_type I_order_type O B_business_name I_business_name	can i order take out from licari 's
O O O O O B_definition_word	how would you describe the internet
O O B_business_type B_order_type	do the restaurant deliver
O O O O O B_date I_date I_date	delete all events for the next five days
O O O B_device_type I_device_type O O O O O	please get the coffee machine to make me some coffee
B_player_setting I_player_setting I_player_setting B_audiobook_name I_audiobook_name	go back to animal farm
O B_business_type	good restaurants
O O O O B_audiobook_name I_audiobook_name O B_audiobook_author I_audiobook_author I_audiobook_author	play next episode of harry potter by j. k. rowling
O O O O O O	it has a meaning of rhythm
O O O O O O O	make an alarm to help me remember
O O O O O B_house_place O B_color_type	change the lights in the house to green
O O O B_weather_descriptor B_date	will it be rainy tomorrow
O O O O O	create a new list please
O O O O O O O	start a cup of coffee for me
O O O B_device_type	turn on the geyser
O O O O O O B_event_name I_event_name I_event_name I_event_name	set alarm for this event reminder repeating for ten times
O O O O O O O O	can i know what i on the list
O O O O O O O O O	down the speaker volume at the end of level
O O O O O O O O O O O	give me the average five year stock price of home depot
U_media_type O O	tweet a complaint
O O O O O O O O O	what you have said was not so clear .
O O B_person I_person O	where was marlon brando born
O O O B_device_type I_device_type O O O O	please turn on coffee maker and start brew cycle
O O	nice lyrics
O O O O B_food_type I_food_type	can you prepare a cheese sandwich
O O O O O O	list all emails with subject contract
O O O B_device_type I_device_type	please run the vacuum cleaner
O O O O O O O B_business_name	what is the current stock rate of facebook
O O O O O O O	would like to see the time zone
O O O O O O O O O O O	i am sorry but that is not the right answer .
O O O O O O O O O O O	can you please explain more on last sentence to me .
O O O O O	olly that is enough .
O O O O O B_place_name	how hot are summers in gibraltar
O O B_place_name I_place_name	area of north america
O O O O O O O B_time I_time	please remind me about the event later five pm
